Label,Pitch,ZCR,Average Energy,Spectral Centroid
Phú,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         194.8688542  184.99721136
 181.81906999 177.6663167  181.81906999 192.63059451 207.65234879
 231.73942791 244.10528385]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.04541016
 0.12451172 0.18261719 0.234375   0.2265625  0.1640625  0.12060547
 0.08056641 0.05566406 0.05273438 0.05371094 0.078125   0.08935547
 0.12695312 0.11181641]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00163302e-12 3.29797081e-06 1.22032280e-03 8.64575431e-03
 1.15643777e-02 1.42856855e-02 3.14370729e-02 4.04513143e-02
 4.62801196e-02 5.09359390e-02 4.73963432e-02 4.25327197e-02
 3.61055359e-02 2.79411338e-02 1.85223166e-02 7.69275008e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3644.98461061 3575.8136447  2498.79323361 2232.02071511
 2241.17202245 2365.88391158 2034.84811348 1182.54543723  886.25474504
  889.39857593  895.11739502  950.533746   1056.25751667 1280.12085651
 1564.09076898 2075.07641364]"
Phú,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.         237.15608027 238.52991147 233.08188076 234.43211036
 242.69934088 258.62053938 275.5861765  286.95745535 312.929324
 345.21700307 408.17001145 432.44106336   0.           0.
   0.           0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00390625
 0.05615234 0.09960938 0.22412109 0.25488281 0.22412109 0.20068359
 0.09863281 0.08398438 0.07470703 0.06347656 0.04980469 0.03955078
 0.0390625  0.04150391 0.04248047 0.04492188 0.03710938 0.09033203
 0.08056641 0.06884766]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.4087085e-11 7.4544421e-04 2.8990023e-03 4.1115084e-03
 3.0027373e-02 6.4272843e-02 8.6790904e-02 9.7289525e-02 1.0143900e-01
 9.4373465e-02 7.8060783e-02 6.7155451e-02 5.4318778e-02 3.4047034e-02
 2.3846965e-02 1.4557222e-02 7.8747971e-03 2.6903786e-03 1.0882870e-03
 7.0028647e-04 5.9809495e-04]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3257.42042034 1957.61257581 2304.57840819 2920.67390594
 2965.77522003 1578.43768981 1246.60597672 1069.8127744   954.19548454
  958.53821519  919.59785073  812.87388644  707.10563646  622.55208575
  545.59155771  499.39797131  475.22018627  499.97285971  697.19199682
  959.5170614  1155.39225053]"
Phú,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         257.13099468 311.12698372
 307.55338552 304.02083359 304.02083359 314.74210514 339.28638159
 372.1377786  468.86422072]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00488281 0.1640625
 0.31591797 0.47753906 0.60986328 0.57861328 0.45458984 0.30761719
 0.18408203 0.07128906 0.06347656 0.08105469 0.16601562 0.32763672
 0.42626953 0.39404297]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.8239929e-11 4.3900340e-04 1.5180761e-03 4.1822768e-03
 8.4966719e-03 9.4331140e-03 1.9007547e-02 2.7563982e-02 3.2794159e-02
 3.7121803e-02 3.6007471e-02 3.1448577e-02 2.6886228e-02 2.4730312e-02
 2.0923089e-02 1.8210644e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         4317.77459767 4595.18140327 4499.79462015 4712.38052577
 4824.13429619 4560.59025471 4053.33339029 2519.18463279 1309.49805716
 1078.69257334 1120.43412667 1286.49291846 1729.65200206 3580.5792693
 4998.83405247 5544.82760595]"
Phú,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         194.8688542  184.99721136
 181.81906999 177.6663167  181.81906999 192.63059451 207.65234879
 231.73942791 244.10528385]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.04541016
 0.12451172 0.18261719 0.234375   0.2265625  0.1640625  0.12060547
 0.08056641 0.05566406 0.05273438 0.05371094 0.078125   0.08935547
 0.12695312 0.11181641]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.00163302e-12 3.29797081e-06 1.22032280e-03 8.64575431e-03
 1.15643777e-02 1.42856855e-02 3.14370729e-02 4.04513143e-02
 4.62801196e-02 5.09359390e-02 4.73963432e-02 4.25327197e-02
 3.61055359e-02 2.79411338e-02 1.85223166e-02 7.69275008e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3644.98461061 3575.8136447  2498.79323361 2232.02071511
 2241.17202245 2365.88391158 2034.84811348 1182.54543723  886.25474504
  889.39857593  895.11739502  950.533746   1056.25751667 1280.12085651
 1564.09076898 2075.07641364]"
Súng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         396.55020355 365.7446743  355.33263339
 345.21700307 339.28638159 335.38934512 363.63813999 378.64263239
 394.26624244 405.81912518 412.91271854 410.53451628   0.
   0.           0.        ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.0625
 0.23632812 0.40283203 0.56445312 0.58642578 0.42626953 0.27246094
 0.12548828 0.05322266 0.04833984 0.04394531 0.03808594 0.03515625
 0.03564453 0.04541016 0.08691406 0.13671875 0.17529297 0.23193359
 0.18164062 0.12255859]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 7.5966412e-08 8.5145263e-03 1.1051908e-02 1.2846710e-02
 1.5297261e-02 4.1056398e-02 5.6885388e-02 6.4063057e-02 6.4779878e-02
 5.2612327e-02 4.0021144e-02 3.2033905e-02 3.2540943e-02 3.1531014e-02
 2.3734706e-02 1.5114758e-02 5.8824937e-03 1.9570470e-03 1.0473009e-03
 6.9074112e-04 5.1111041e-04]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         5434.04649468 4926.43827032 5089.41515842 5112.24389343
 5072.53030978 3521.68862439 1387.36273637  762.31291193  718.63998047
  746.06580072  841.18726279  798.396996    698.12134346  679.70504277
  898.67470229 1298.96867629 1664.45273442 2016.22122765 2088.26311859
 1910.47133981 1975.06632878]"
Súng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         201.74088951 195.99771799
 193.74649219 194.8688542  234.43211036 252.7136381  267.74077301
 278.78833362 282.02769802]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.02636719
 0.13525391 0.16259766 0.22900391 0.32519531 0.35693359 0.47412109
 0.54980469 0.56933594 0.55078125 0.43505859 0.31445312 0.18505859
 0.07617188 0.0546875  0.03955078 0.03369141 0.02685547 0.08300781
 0.07714844 0.06982422]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.58487162e-11
 1.86595623e-03 2.12798081e-02 2.80529503e-02 3.51510234e-02
 4.55016010e-02 5.03477789e-02 5.66155612e-02 6.01223148e-02
 5.81142940e-02 7.71856532e-02 9.87248868e-02 1.00708894e-01
 9.82305855e-02 7.92927518e-02 4.00185026e-02 2.04486921e-02
 1.86375622e-02 1.46960784e-02 1.04065407e-02 6.16039708e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3327.25313754 1644.26796757 1053.61423528 1214.18372762
 2001.86551696 2901.79989231 3937.26239088 4519.2987141  4489.9588875
 4515.32302615 4243.77920162 2390.47184436 1189.93518967  976.92923226
  815.70542272  846.81167439  918.11003347  887.69177256  911.6261599
  954.13994097 1112.16642046]"
Súng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
 176.64303401 176.64303401 176.64303401 176.64303401 178.6955272
 187.14677541 206.45635927 222.55627687 238.52991147 264.66550794
 275.5861765  283.66146786]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.06298828 0.19238281 0.31542969 0.4453125  0.52880859 0.52929688
 0.42431641 0.30615234 0.17089844 0.04931641 0.03759766 0.03125
 0.02490234 0.02246094 0.02148438 0.02246094 0.02490234 0.08740234
 0.08154297 0.07519531]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 1.2902307e-13 5.6478575e-06 8.5710082e-04 2.9437670e-03
 4.6956418e-03 7.4740853e-03 8.7368283e-03 2.4342783e-02 4.8542775e-02
 5.7867423e-02 6.3183166e-02 6.2756799e-02 4.9104579e-02 3.9815001e-02
 3.2209776e-02 2.4861086e-02 2.0176744e-02 1.4575821e-02 9.7759711e-03
 6.6702780e-03 2.3255430e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3978.79564319 3779.29536152 4008.64545433 4195.5732623
 4152.32350727 4279.74011137 4495.3416323  4154.90127133 1938.62476985
  882.06690294  748.84735362  614.64169075  504.26794268  445.62517763
  402.20384102  403.07896715  410.64421489  348.08771229  379.55457121
  603.85748856 1400.71615102]"
Súng,"[  0.           0.           0.           0.           0.
   0.           0.           0.         316.5653876  307.55338552
 298.79793764 291.97338331 297.07698816 316.5653876  345.21700307
 374.29355082 385.26118902 389.73770841   0.           0.
 735.72682329 735.72682329 735.72682329 731.48934861 723.08747684
 718.92279943   0.           0.           0.           0.
   0.           0.        ]","[0.19580078 0.31054688 0.42578125 0.43896484 0.47998047 0.4609375
 0.36181641 0.25097656 0.13769531 0.04931641 0.03955078 0.03369141
 0.02929688 0.03173828 0.03369141 0.02929688 0.02832031 0.05761719
 0.12255859 0.203125   0.28027344 0.32763672 0.33642578 0.34179688
 0.31591797 0.24365234 0.17431641 0.10644531 0.05419922 0.04101562
 0.08789062 0.06689453]","[0.00431444 0.01682223 0.03997828 0.05715101 0.07344859 0.07776027
 0.08227253 0.08394831 0.07889513 0.07863901 0.06991507 0.05865162
 0.04865802 0.04071062 0.03141619 0.0242405  0.01960154 0.01484513
 0.01225081 0.00715972 0.00186095 0.00129423 0.00101537 0.00084309
 0.00162453 0.00509056 0.00759098 0.00836489 0.01001811 0.01160838
 0.01039076 0.00977186]","[3067.49211595 3369.00176783 3685.73103524 3999.62467322 4228.34375768
 4361.97595672 4036.73554846 2900.07079621 1384.20565654  896.22764683
  677.47678428  538.2392433   524.91184261  564.38843081  621.2130598
  571.32159334  360.25887788  371.00005812  738.78124515 1868.25172337
 2531.77110288 2582.409347   2579.72335648 2643.17572958 2732.56987326
 1288.70053139  886.24851971 1007.42362182  874.16586433  661.53132902
  496.41171754  426.06848419]"
Súng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         335.38934512 333.45764463 325.8414615
 318.39923224 323.96475278 347.21682483 385.26118902 380.83608684
 359.46139971 323.96475278]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.02148438 0.1171875  0.21777344 0.33154297 0.42724609
 0.45556641 0.46582031 0.37451172 0.26464844 0.14746094 0.04541016
 0.03027344 0.03125    0.03271484 0.03369141 0.03320312 0.03613281
 0.08886719 0.08007812]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 6.5193302e-11 1.0061398e-03
 5.2570961e-03 1.6222468e-02 2.5098320e-02 3.0537155e-02 3.2738209e-02
 3.3812415e-02 3.7011664e-02 3.7862428e-02 3.9452285e-02 3.8727522e-02
 3.1630933e-02 2.6977602e-02 2.3467580e-02 1.9948831e-02 3.0822450e-02
 3.1842154e-02 3.0036148e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.         3807.10260905 2240.5634502
 3015.75515723 3500.2095525  4001.32738699 4362.99384749 4468.21146249
 4178.29298917 3159.65396259 1457.01259958  910.22622752  690.6419389
  474.81404807  462.37630953  529.16365957  560.11088522  587.05433436
 1082.22015953 1108.0345946 ]"
Súng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         201.74088951 195.99771799
 193.74649219 194.8688542  234.43211036 252.7136381  267.74077301
 278.78833362 282.02769802]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.02636719
 0.13525391 0.16259766 0.22900391 0.32519531 0.35693359 0.47412109
 0.54980469 0.56933594 0.55078125 0.43505859 0.31445312 0.18505859
 0.07617188 0.0546875  0.03955078 0.03369141 0.02685547 0.08300781
 0.07714844 0.06982422]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.58487162e-11
 1.86595623e-03 2.12798081e-02 2.80529503e-02 3.51510234e-02
 4.55016010e-02 5.03477789e-02 5.66155612e-02 6.01223148e-02
 5.81142940e-02 7.71856532e-02 9.87248868e-02 1.00708894e-01
 9.82305855e-02 7.92927518e-02 4.00185026e-02 2.04486921e-02
 1.86375622e-02 1.46960784e-02 1.04065407e-02 6.16039708e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3327.25313754 1644.26796757 1053.61423528 1214.18372762
 2001.86551696 2901.79989231 3937.26239088 4519.2987141  4489.9588875
 4515.32302615 4243.77920162 2390.47184436 1189.93518967  976.92923226
  815.70542272  846.81167439  918.11003347  887.69177256  911.6261599
  954.13994097 1112.16642046]"
Súng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.         333.45764463
 316.5653876  307.55338552 304.02083359 316.5653876  335.38934512
 347.21682483 343.22869945]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.046875   0.13232422 0.24658203
 0.36425781 0.45019531 0.49755859 0.46728516 0.36816406 0.24951172
 0.125      0.04882812 0.03808594 0.03125    0.03027344 0.03271484
 0.08886719 0.08105469]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 4.1463464e-13
 3.8525300e-06 9.0494147e-04 7.1505192e-03 1.7776299e-02 3.0224795e-02
 3.8177315e-02 4.1343141e-02 5.0071776e-02 5.4830950e-02 5.5421364e-02
 5.6033652e-02 4.8768837e-02 3.8907822e-02 3.3914965e-02 3.3051785e-02
 2.8761853e-02 2.4393303e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         3460.60458946
 2903.67853131 2538.25686173 3675.29872284 4101.47797291 4338.48119545
 4569.69854774 4635.32620988 4124.76151394 2639.26619373 1186.87627338
  876.39596641  621.59011718  455.59808654  425.96298172  474.21377345
  560.25235425  599.65313107]"
Súng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
 234.43211036 227.75828325 223.84553226 226.44649206 235.79016176
 249.8109744  286.95745535 305.78200837 320.24370023 311.12698372
 307.55338552 304.02083359]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00292969 0.05566406 0.20117188 0.34130859 0.46972656
 0.43212891 0.29882812 0.16796875 0.04638672 0.03662109 0.03271484
 0.02929688 0.02734375 0.03076172 0.02929688 0.09179688 0.10986328
 0.10107422 0.09423828]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.1704722e-11 8.6557739e-05
 1.5808484e-02 3.2431725e-02 3.9587054e-02 5.6858882e-02 6.9217920e-02
 6.9373734e-02 7.1767621e-02 6.7858115e-02 5.8479063e-02 5.8824461e-02
 5.3078651e-02 4.1268449e-02 3.2895625e-02 1.4787788e-02 2.9082473e-03
 1.6667892e-03 7.5836957e-04]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.         4237.56162875 6474.01308909
 4394.56570724 4466.52279276 4493.33005688 4129.76920438 2786.6670036
 1510.84265917 1241.16317612 1089.07388974 1012.0730381   889.57768758
  831.37272775  694.56861452  521.23949239  493.56713423  623.24400069
  882.69191912 1173.38991066]"
Súng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.         314.74210514 291.97338331 295.36595061
 300.52885649 304.02083359 233.08188076 245.51937138 257.13099468
 261.6255653  260.11871293]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.02099609 0.17333984 0.30078125 0.44384766 0.50585938
 0.36767578 0.25488281 0.12597656 0.05566406 0.05517578 0.05517578
 0.05322266 0.04589844 0.03808594 0.02880859 0.03808594 0.10205078
 0.09619141 0.09033203]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.19393990e-11 5.16191998e-04 1.71760155e-03
 3.37926974e-03 6.85434835e-03 5.62157072e-02 1.01381116e-01
 1.16254307e-01 1.26541510e-01 1.22113153e-01 9.29677337e-02
 7.41437450e-02 7.34530762e-02 7.68392012e-02 7.39652365e-02
 7.34038875e-02 5.43766282e-02 2.08699182e-02 4.11988096e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.         3882.71718434 4389.91460972
 4414.06503239 4540.91376599 4451.99291615 2760.29141229 1105.42486313
  713.13864016  625.44720907  562.04620091  484.40481344  482.65329865
  465.16740583  307.21205731  253.23239654  261.57961361  389.80067309
  729.03187477  894.16152251]"
Súng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.         201.74088951 195.99771799
 193.74649219 194.8688542  234.43211036 252.7136381  267.74077301
 278.78833362 282.02769802]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.02636719
 0.13525391 0.16259766 0.22900391 0.32519531 0.35693359 0.47412109
 0.54980469 0.56933594 0.55078125 0.43505859 0.31445312 0.18505859
 0.07617188 0.0546875  0.03955078 0.03369141 0.02685547 0.08300781
 0.07714844 0.06982422]","[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 7.58487162e-11
 1.86595623e-03 2.12798081e-02 2.80529503e-02 3.51510234e-02
 4.55016010e-02 5.03477789e-02 5.66155612e-02 6.01223148e-02
 5.81142940e-02 7.71856532e-02 9.87248868e-02 1.00708894e-01
 9.82305855e-02 7.92927518e-02 4.00185026e-02 2.04486921e-02
 1.86375622e-02 1.46960784e-02 1.04065407e-02 6.16039708e-03]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.         3327.25313754 1644.26796757 1053.61423528 1214.18372762
 2001.86551696 2901.79989231 3937.26239088 4519.2987141  4489.9588875
 4515.32302615 4243.77920162 2390.47184436 1189.93518967  976.92923226
  815.70542272  846.81167439  918.11003347  887.69177256  911.6261599
  954.13994097 1112.16642046]"
thắng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.         314.74210514
 314.74210514 323.96475278 355.33263339 376.4618113  391.99543598
 415.30469758 425.01198473   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.        ]","[0.18896484 0.30859375 0.43115234 0.45849609 0.45556641 0.40625
 0.34619141 0.31103516 0.26269531 0.22265625 0.18896484 0.13476562
 0.09521484 0.08349609 0.11376953 0.20996094 0.34521484 0.48681641
 0.55908203 0.60791016 0.62402344 0.62841797 0.67089844 0.67529297
 0.66503906 0.66015625 0.64257812 0.62890625 0.62109375 0.58886719
 0.50683594 0.35351562]","[0.00041954 0.00091519 0.00701028 0.01677973 0.02037058 0.0347695
 0.05237693 0.05806599 0.05927381 0.05476056 0.04325291 0.04574701
 0.04809579 0.04677093 0.04174126 0.0257487  0.01299774 0.00399803
 0.00254562 0.00178511 0.00137196 0.0010395  0.00115442 0.00118323
 0.00119855 0.00123681 0.00137144 0.00155573 0.00173123 0.00158614
 0.00133372 0.00098747]","[2786.45925067 3034.958714   3868.56731133 3908.93437549 3762.82196661
 3546.71636762 3078.80003333 2848.00244978 2862.7650266  2842.97682357
 2425.25486767 2011.42601252 1751.12994342 1576.99339908 1620.19330702
 1835.43443089 2850.55114695 3889.47227268 4735.31636992 4838.41366664
 4614.43639786 5067.67888653 5279.83860554 5305.72745449 5227.80342051
 4983.94584255 4864.34514649 4718.51105871 4720.98657725 4866.19588136
 4669.19187195 4414.68435384]"
thắng,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.1328125  0.22802734 0.26513672 0.29638672 0.19726562
 0.13867188 0.12939453 0.11816406 0.10449219 0.07861328 0.10644531
 0.08642578 0.06542969]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00073867 0.00405331 0.01045373 0.04277535 0.07252269
 0.08813473 0.09044964 0.08172958 0.05766196 0.02842664 0.01737355
 0.00909964 0.00269611]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         3733.11181641
 3543.48861085 3180.15762224 2249.17821627 1761.23686573 1752.8964785
 1728.35623731 1613.48556431 1346.59412768 1119.04378273  990.31928734
  894.58605007 1166.01156946]"
thắng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.         378.64263239 376.4618113  316.5653876  309.33502416
 295.36595061 295.36595061 298.79793764 305.78200837 312.929324
 318.39923224 320.24370023]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.06884766 0.10986328 0.12695312 0.13330078 0.07128906
 0.03710938 0.02685547 0.02734375 0.02783203 0.02880859 0.03222656
 0.10107422 0.09375   ]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.04694737 0.08013082 0.16964824 0.23579313 0.26379183
 0.28753585 0.29739124 0.31132093 0.31755912 0.29591876 0.24462207
 0.15692721 0.06716615]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         1398.7292201
 1285.52343004 1307.21742274 1163.68189019  950.96773269  767.19042435
  633.01556542  512.53314808  442.88893875  412.14301616  403.6184783
  673.2810086  1261.32126468]"
thắng,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.         314.74210514 307.55338552 304.02083359 298.79793764
 295.36595061 297.07698816]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.09765625 0.16748047 0.21875    0.25146484 0.18896484
 0.15673828 0.13623047 0.13427734 0.12402344 0.09960938 0.08447266
 0.109375   0.08398438]","[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.0918843e-07
 1.1881515e-02 2.0948818e-02 7.8773290e-02 1.2522203e-01 1.3882378e-01
 1.4045300e-01 1.1969698e-01 7.2024442e-02 4.0230356e-02 2.9875852e-02
 2.2932107e-02 1.3798591e-02]","[   0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.            0.
    0.            0.            0.            0.         4483.0965341
 1946.58834525 1974.35128946 1846.85892987 1429.91927366 1436.07550772
 1488.6024036  1455.35737922 1345.87479548 1225.99311534 1020.80104827
  810.71939583  698.45702717]"
